上报收费站ID,上报收费站名称,上报收费归属省份,上报收费站经度,上报收费站纬度,电子地图收费站ID,电子地图ID,电子地图收费站名称,电子地图收费站归属省份,电子地图收费经度,电子地图收费站纬度,互联网地图1收费站ID,互联网地图1收费站名称,互联网地图1收费站归属省份,互联网地图1收费站经度,互联网地图1收费站纬度,确认收费站ID,确认收费站名称,确认收费站归属省份,确认收费站类型,确认收费站经度,确认收费站纬度,确认数据经纬度来源（0：互联网1；    1：上报收费站；2：电子地图；3:缺失）
G0003320020010,徐州北,jiangsu,117.25432,34.351771,G0003320020010,2110028513,徐州北收费站,jiangsu,117.25412,34.35168,G0003320020010,徐州北收费站,JIANG_SU,117.25433,34.351841,G0003320020010,徐州北收费站,jiangsu,RAMP_PLAZA,117.25433,34.351841,0
G0050320010020,汾湖,jiangsu,120.881284,31.049296,G0050320010020,2110028079,汾湖收费站,jiangsu,120.87464,31.04336,G0050320010020,汾湖收费站,JIANG_SU,120.874555,31.043483,G0050320010020,汾湖收费站,jiangsu,RAMP_PLAZA,120.874555,31.043483,0
G0056530120060,畹町,yunnan,97.990285,24.072894,G0056530120060,2110132484,畹町收费站,yunnan,97.99084,24.06684,G0056530120060,畹町收费站,YUN_NAN,97.990747,24.066794,G0056530120060,畹町收费站,yunnan,RAMP_PLAZA,97.990747,24.066794,0
G5615530030040,薄竹,yunnan,104.96382,23.488034,G5615530030040,,,,,,G5615530030040,薄竹收费站,YUN_NAN,103.968381,23.482858,G5615530030040,薄竹收费站,yunnan,RAMP_PLAZA,103.968381,23.482858,0
G0093510040040,泸渝合江,sichuan,,,G0093510040040,,,,,,G0093510040040,合江收费站,SI_CHUAN,105.796517,28.831162,G0093510040040,合江收费站,sichuan,RAMP_PLAZA,105.796517,28.831162,0
S0014440040080,三甲,guangdong,111.506666,22.038333,S0014440040080,,,,,,S0014440040080,三甲收费站,GUANG_DONG,111.511756,22.035737,S0014440040080,三甲收费站,guangdong,RAMP_PLAZA,111.511756,22.035737,0
G1501310050040,G1501重固公路,shanghai,121.143959,31.186521,G1501310050040,,,,,,G1501310050040,重固收费站,SHANG_HAI,121.148894,31.184969,G1501310050040,重固收费站,shanghai,RAMP_PLAZA,121.148894,31.184969,0
G0050310010030,G50嘉松中路,shanghai,121.229598,31.148974,G0050310010030,,,,,,G0050310010030,嘉松中路收费站,SHANG_HAI,121.228592,31.149513,G0050310010030,嘉松中路收费站,shanghai,RAMP_PLAZA,121.228592,31.149513,0
G1501310010030,G1501沪太公路,shanghai,121.351405,31.384594,G1501310010030,,,,,,G1501310010030,沪太公路收费站,SHANG_HAI,121.356121,31.382688,G1501310010030,沪太公路收费站,shanghai,RAMP_PLAZA,121.356121,31.382688,0
G0075500020010,合川,chongqing,106.2682,29.976386,G0075500020010,2110000710,合川收费站,chongqing,106.25636,29.9778,G0075500020010,合川收费站,CHONG_QING,106.261593,29.970645,G0075500020010,合川收费站,chongqing,RAMP_PLAZA,106.261593,29.970645,0
S0101500010010,但渡,chongqing,107.13452,29.829119,S0101500010010,2110000853,但渡收费站,chongqing,107.13926,29.82739,S0101500010010,但渡收费站,CHONG_QING,107.138774,29.825747,S0101500010010,但渡收费站,chongqing,RAMP_PLAZA,107.138774,29.825747,0
G5001500010010,施家梁,chongqing,106.477979,29.784938,G5001500010010,2110000820,施家梁收费站,chongqing,106.47802,29.78502,G5001500010010,施家梁收费站,CHONG_QING,106.478114,29.785043,G5001500010010,施家梁收费站,chongqing,RAMP_PLAZA,106.478114,29.785043,0
G5001500020110,北碚南,chongqing,106.402767,29.794867,G5001500020110,2110000818,北碚南收费站,chongqing,106.40669,29.79554,G5001500020110,北碚南收费站,CHONG_QING,106.406756,29.79533,G5001500020110,北碚南收费站,chongqing,RAMP_PLAZA,106.406756,29.79533,0
G0005140290050,东梁,shanxi,113.038705,38.102435,G0005140290050,2110025354,东梁收费站,shanxi,113.04578,38.10332,G0005140290050,东梁收费站,SHAN_XI,113.04572,38.103129,G0005140290050,东梁收费站,shanxi,RAMP_PLAZA,113.04572,38.103129,0
S0046140190040,黄道川,shanxi,111.70472,38.6251,S0046140190040,2110025395,黄道川收费站,shanxi,111.71089,38.62603,S0046140190040,黄道川收费站,SHAN_XI,111.710906,38.626014,S0046140190040,黄道川收费站,shanxi,RAMP_PLAZA,111.710906,38.626014,0
G0018140100020,灵丘,shanxi,114.281809,39.455125,G0018140100020,,,,,,G0018140100020,灵丘收费站,SHAN_XI,114.289983,39.457494,G0018140100020,灵丘收费站,shanxi,RAMP_PLAZA,114.289983,39.457494,0
G0018140100030,平型关,shanxi,114.064401,39.421691,G0018140100030,2110025360,平型关收费站,shanxi,114.07232,39.42557,G0018140100030,平型关收费站,SHAN_XI,114.072377,39.425606,G0018140100030,平型关收费站,shanxi,RAMP_PLAZA,114.072377,39.425606,0
G0005140650040,河津西,shanxi,110.65632,35.60203,G0005140650040,2110025115,河津西收费站,shanxi,110.66189,35.6016,G0005140650040,河津西收费站,SHAN_XI,110.661819,35.601666,G0005140650040,河津西收费站,shanxi,RAMP_PLAZA,110.661819,35.601666,0
G0005140650050,龙门大桥,shanxi,110.648779,35.596973,G0005140650050,,,,,,G0005140650050,龙门收费站,SHAN_XI,110.654143,35.596535,G0005140650050,龙门收费站,shanxi,PROVINCE_STATION_INDEPENDENT,110.654143,35.596535,0
S0088140710050,蒲掌,shanxi,111.5928,35.853,S0088140710050,,,,,,S0088140710050,蒲掌收费站,SHAN_XI,111.998258,35.148015,S0088140710050,蒲掌收费站,shanxi,PROVINCE_STATION_COMMON,111.998258,35.148015,0
G0005610030010,三星,shaanxi,108.757766,34.148567,G0005610030010,,,,,,G0005610030010,三星收费站,SHAAN_XI,108.757808,34.148858,G0005610030010,三星收费站,shaanxi,RAMP_PLAZA,108.757808,34.148858,0
G0020610010040,中角,shaanxi,110.508574,37.579201,G0020610010040,,,,,,G0020610010040,中角收费站,SHAAN_XI,110.502073,37.573039,G0020610010040,中角收费站,shaanxi,RAMP_PLAZA,110.502073,37.573039,0
G0065610090020,太乙宫,shaanxi,109.006511,34.043032,G0065610090020,,,,,,G0065610090020,太乙宫收费站,SHAAN_XI,109.011462,34.041488,G0065610090020,太乙宫收费站,shaanxi,RAMP_PLAZA,109.011462,34.041488,0
S0017620020020,河西堡,gansu,102.145209,38.354403,S0017620020020,2110025891,河西堡收费站,gansu,102.14675,38.35485,S0017620020020,河西堡收费站,GAN_SU,102.1467,38.354822,S0017620020020,河西堡收费站,gansu,RAMP_PLAZA,102.1467,38.354822,0
G0030620070010,双塔,gansu,102.869854,37.579918,G0030620070010,2110025800,双塔收费站,gansu,102.87233,37.58057,G0030620070010,双塔收费站,GAN_SU,102.87233,37.580438,G0030620070010,双塔收费站,gansu,RAMP_PLAZA,102.87233,37.580438,0
S0013620010010,树屏,gansu,103.589878,36.358379,S0013620010010,2110058986,树屏收费站,gansu,103.59202,36.35814,S0013620010010,树屏收费站,GAN_SU,103.592302,36.358014,S0013620010010,树屏收费站,gansu,RAMP_PLAZA,103.592302,36.358014,0
G0030620040020,傅家窑,gansu,103.816415,36.202251,G0030620040020,,,,,,G0030620040020,傅家窑收费站,GAN_SU,103.818738,36.20177,G0030620040020,傅家窑收费站,gansu,RAMP_PLAZA,103.818738,36.20177,0
G0004410030030,机场南出口,henan,,,G0004410030030,,,,,,G0004410030030,机场南出口收费站,HE_NAN,113.81887,34.538445,G0004410030030,机场南出口收费站,henan,RAMP_PLAZA,113.81887,34.538445,0
G0030410050010,渑池,henan,,,G0030410050010,2110023033,渑池收费站,henan,111.76641,34.7817,G0030410050010,渑池收费站,HE_NAN,111.766625,34.781709,G0030410050010,渑池收费站,henan,RAMP_PLAZA,111.766625,34.781709,0
S0012340010010,皖豫临泉,anhui,115.278822,32.857679,S0012340010010,2110054441,皖豫临泉收费站,anhui,115.27243,32.85189,S0012340010010,皖豫临泉收费站,AN_HUI,115.27226,32.85194,S0012340010010,皖豫临泉收费站,anhui,PROVINCE_STATION_COMMON,115.27226,32.85194,0
G0003340010030,宿州南,anhui,116.962347,33.511572,G0003340010030,2110029644,宿州南收费站,anhui,116.96243,33.51155,G0003340010030,宿州南收费站,AN_HUI,116.962466,33.511568,G0003340010030,宿州南收费站,anhui,RAMP_PLAZA,116.962466,33.511568,0
S0018340010030,皖鄂主线,anhui,115.5258,30.4859,S0018340010030,,,,,,S0018340010030,皖鄂岳西收费站,AN_HUI,115.887626,30.813789,S0018340010030,皖鄂岳西收费站,anhui,PROVINCE_STATION_INDEPENDENT,115.887626,30.813789,0
G0035340060010,望江北,anhui,116.4117,30.1016,G0035340060010,,,,,,G0035340060010,望江北收费站,AN_HUI,116.692668,30.168097,G0035340060010,望江北收费站,anhui,RAMP_PLAZA,116.692668,30.168097,0
S0021340010030,砀山,anhui,116.4475,34.407663,S0021340010030,,,,,,S0021340010030,砀山收费站,AN_HUI,116.452922,34.407979,S0021340010030,砀山收费站,anhui,RAMP_PLAZA,116.452922,34.407979,0
S0022340010010,滁州东,anhui,118.426383,32.311883,S0022340010010,,,,,,S0022340010010,滁州东收费站,AN_HUI,118.426768,32.311601,S0022340010010,滁州东收费站,anhui,RAMP_PLAZA,118.426768,32.311601,0
G0050340040020,太白,anhui,118.305803,31.293116,G0050340040020,2110137386,太白收费站,anhui,118.52159,31.48963,G0050340040020,太白收费站,AN_HUI,118.521381,31.489832,G0050340040020,太白收费站,anhui,RAMP_PLAZA,118.521381,31.489832,0
G0035340040020,大别山东,anhui,116.376178,31.270302,G0035340040020,2110133455,大别山东收费站,anhui,116.37617,31.2703,G0035340040020,大别山东收费站,AN_HUI,116.376465,31.270234,G0035340040020,大别山东收费站,anhui,RAMP_PLAZA,116.376465,31.270234,0
G0035340030020,长集,anhui,116.155968,32.03732,G0035340030020,2110029673,长集收费站,anhui,116.15596,32.03731,G0035340030020,长集收费站,AN_HUI,116.155799,32.037189,G0035340030020,长集收费站,anhui,RAMP_PLAZA,116.155799,32.037189,0
G0042340010050,长岭关,anhui,116.478632,32.293923,G0042340010050,2110029382,长岭关收费站,anhui,115.47209,31.28799,G0042340010050,长岭关收费站,AN_HUI,115.472176,31.288034,G0042340010050,长岭关收费站,anhui,PROVINCE_STATION_INDEPENDENT,115.472176,31.288034,0
G0020370070010,禹城南,shandong,,,G0020370070010,2110009454,禹城南收费站,shandong,116.65127,36.87387,G0020370070010,禹城南收费站,SHAN_DONG,116.651376,36.873839,G0020370070010,禹城南收费站,shandong,RAMP_PLAZA,116.651376,36.873839,0
G1511370040050,菏泽新区,shandong,,,G1511370040050,2110009186,菏泽新区收费站,shandong,115.58847,35.22339,G1511370040050,菏泽新区收费站,SHAN_DONG,115.588329,35.223379,G1511370040050,菏泽新区收费站,shandong,RAMP_PLAZA,115.588329,35.223379,0
S0001370020030,聊城,shandong,,,S0001370020030,2110009413,聊城收费站,shandong,115.95707,36.48307,S0001370020030,聊城收费站,SHAN_DONG,115.956923,36.482729,S0001370020030,聊城收费站,shandong,RAMP_PLAZA,115.956923,36.482729,0
G0015370070010,日照北,shandong,,,G0015370070010,2110009287,日照北收费站,shandong,119.47579,35.47807,G0015370070010,日照北收费站,SHAN_DONG,119.475897,35.477911,G0015370070010,日照北收费站,shandong,RAMP_PLAZA,119.475897,35.477911,0
G1511370030040,兖州,shandong,,,G1511370030040,2110009501,兖州收费站,shandong,116.79829,35.51475,G1511370030040,兖州收费站,SHAN_DONG,116.798135,35.514741,G1511370030040,兖州收费站,shandong,RAMP_PLAZA,116.798135,35.514741,0
G0015370080020,杜家疃,shandong,,,G0015370080020,2110009715,杜家疃收费站,shandong,121.3608,37.43738,G0015370080020,杜家疃收费站,SHAN_DONG,121.36091,37.437553,G0015370080020,杜家疃收费站,shandong,RAMP_PLAZA,121.36091,37.437553,0
G0018370050020,蓬莱西,shandong,,,G0018370050020,2110009882,蓬莱西收费站,shandong,120.69074,37.6374,G0018370050020,蓬莱西收费站,SHAN_DONG,120.690556,37.637394,G0018370050020,蓬莱西收费站,shandong,RAMP_PLAZA,120.690556,37.637394,0
S0012370020030,宁津,shandong,,,S0012370020030,2110009960,宁津收费站,shandong,116.7952,37.56841,S0012370020030,宁津收费站,SHAN_DONG,116.795145,37.568505,S0012370020030,宁津收费站,shandong,RAMP_PLAZA,116.795145,37.568505,0
S0012370020050,德州北,shandong,,,S0012370020050,,,,,,S0012370020050,德州北收费站,SHAN_DONG,116.354829,37.507595,S0012370020050,德州北收费站,shandong,RAMP_PLAZA,116.354829,37.507595,0
G0065500010060,G65渝北,chongqing,106.623838,29.625004,G0065500010060,,,,,,G0065500010060,渝北收费站,CHONG_QING,106.690455,29.744353,G0065500010060,渝北收费站,chongqing,MAIN_LINE_PLAZA,106.690455,29.744353,0
S0040140150020,三岔,shanxi,111.720985,39.171756,S0040140150020,2110061031,三岔收费站,shanxi,111.72083,39.17168,S0040140150020,三岔收费站,SHAN_XI,111.720934,39.171761,S0040140150020,三岔收费站,shanxi,RAMP_PLAZA,111.720934,39.171761,0
G0022140600030,乡宁,shanxi,110.935833,36.032289,G0022140600030,2110042867,乡宁收费站,shanxi,110.94151,36.03213,G0022140600030,乡宁收费站,SHAN_XI,110.941639,36.032005,G0022140600030,乡宁收费站,shanxi,RAMP_PLAZA,110.941639,36.032005,0
S0075140680040,夏县,shanxi,111.09718,35.22275,S0075140680040,2110025006,夏县收费站,shanxi,111.10316,35.2225,S0075140680040,夏县收费站,SHAN_XI,111.103248,35.222425,S0075140680040,夏县收费站,shanxi,RAMP_PLAZA,111.103248,35.222425,0
G0045360690020,龙杨路全南,jiangxi,,,G0045360690020,,,,,,G0045360690020,全南收费站,JIANG_XI,114.606595,24.778979,G0045360690020,全南收费站,jiangxi,RAMP_PLAZA,114.606595,24.778979,0
G0060360250090,梨温路鹰潭东,jiangxi,,,G0060360250090,,,,,,G0060360250090,鹰潭东收费站,JIANG_XI,117.065667,28.334697,G0060360250090,鹰潭东收费站,jiangxi,RAMP_PLAZA,117.065667,28.334697,0
G2511150020010,木里图交接,neimenggu,,,G2511150020010,,,,,,G2511150020010,木里图收费站,NEI_MENG_GU,122.398389,43.400357,G2511150020010,木里图收费站,neimenggu,,122.398389,43.400357,0
G0045150040050,王爷府,neimenggu,,,G0045150040050,2110053238,王爷府收费站,neimenggu,118.51619,41.83751,G0045150040050,王爷府收费站,NEI_MENG_GU,118.516317,41.837455,G0045150040050,王爷府收费站,neimenggu,RAMP_PLAZA,118.516317,41.837455,0
G0010150030030,查巴奇,neimenggu,,,G0010150030030,2110044542,查巴奇收费站,neimenggu,123.10882,48.52342,G0010150030030,查巴奇收费站,NEI_MENG_GU,123.108512,48.523387,G0010150030030,查巴奇收费站,neimenggu,RAMP_PLAZA,123.108512,48.523387,0
G0010150020020,牙克石南,neimenggu,,,G0010150020020,2110050256,牙克石南收费站,neimenggu,120.78265,49.22088,G0010150020020,牙克石南收费站,NEI_MENG_GU,120.782901,49.220808,G0010150020020,牙克石南收费站,neimenggu,RAMP_PLAZA,120.782901,49.220808,0
G0010150010030,哈克,neimenggu,,,G0010150010030,2110054512,哈克收费站,neimenggu,120.04432,49.19624,G0010150010030,哈克收费站,NEI_MENG_GU,120.044799,49.196443,G0010150010030,哈克收费站,neimenggu,RAMP_PLAZA,120.044799,49.196443,0
G0010150010010,海拉尔北,neimenggu,,,G0010150010010,2110054506,海拉尔北收费站,neimenggu,119.76598,49.30507,G0010150010010,海拉尔北收费站,NEI_MENG_GU,119.766232,49.305109,G0010150010010,海拉尔北收费站,neimenggu,RAMP_PLAZA,119.766232,49.305109,0
G1812130010010,保阜高速保定西,hebei,115.327677,38.795273,G1812130010010,,,,,,G1812130010010,保定西收费站,HE_BEI,115.33376,38.79539,G1812130010010,保定西收费站,hebei,RAMP_PLAZA,115.33376,38.79539,0
G0075450040040,马山,guangxi,108.119892,23.70888,G0075450040040,2110017416,马山收费站,guangxi,108.12402,23.7062,G0075450040040,马山收费站,GUANG_XI,108.124156,23.706242,G0075450040040,马山收费站,guangxi,RAMP_PLAZA,108.124156,23.706242,0
G0030620120020,总寨,gansu,98.684133,39.61684,G0030620120020,2110026011,总寨收费站,gansu,98.68509,39.61762,G0030620120020,总寨收费站,GAN_SU,98.685058,39.617723,G0030620120020,总寨收费站,gansu,RAMP_PLAZA,98.685058,39.617723,0
G0045410110010,大广光山,henan,,,G0045410110010,,,,,,G0045410110010,大广光山收费站,HE_NAN,114.942511,32.006794,G0045410110010,大广光山收费站,henan,RAMP_PLAZA,114.942511,32.006794,0
G0055410030010,白马寺,henan,,,G0055410030010,2110022950,白马寺收费站,henan,112.54012,34.70915,G0055410030010,白马寺收费站,HE_NAN,112.54852,34.710068,G0055410030010,白马寺收费站,henan,RAMP_PLAZA,112.54852,34.710068,0
S9902130010010,新乐,hebei,116.041009,39.485574,S9902130010010,2110019213,新乐收费站,hebei,114.72044,38.33548,S9902130010010,新乐收费站,HE_BEI,114.720484,38.335461,S9902130010010,新乐收费站,hebei,RAMP_PLAZA,114.720484,38.335461,0
G7201450010010,玉洞西,guangxi,108.330425,22.718247,G7201450010010,,,,,,G7201450010010,玉洞西收费站,GUANG_XI,108.334369,22.715418,G7201450010010,玉洞西收费站,guangxi,MAIN_LINE_PLAZA,108.334369,22.715418,0
G0065450010030,龙胜,guangxi,,,G0065450010030,,,,,,G0065450010030,龙胜收费站,GUANG_XI,110.046926,25.759364,G0065450010030,龙胜收费站,guangxi,RAMP_PLAZA,110.046926,25.759364,0
XA064450010010,界首,guangxi,110.768586,25.704767,XA064450010010,2110017404,界首收费站,guangxi,110.77318,25.70251,XA064450010010,界首收费站,GUANG_XI,110.773333,25.702492,XA064450010010,界首收费站,guangxi,RAMP_PLAZA,110.773333,25.702492,0
S0012230010050,富海,heilongjiang,124.510556,47.870555,S0012230010050,,,,,,S0012230010050,富海收费站,HEI_LONG_JIANG,124.831269,47.893064,S0012230010050,富海收费站,heilongjiang,RAMP_PLAZA,124.831269,47.893064,0
G0025120010030,芦台,tianjin,,,G0025120010030,2110003723,芦台收费站,tianjin,117.86305,39.31982,G0025120010030,芦台收费站,TIAN_JIN,117.863173,39.319836,G0025120010030,芦台收费站,tianjin,RAMP_PLAZA,117.863173,39.319836,0
S0030120010110,东丽,tianjin,,,S0030120010110,2110003738,东丽收费站,tianjin,117.47924,39.14788,S0030120010110,东丽收费站,TIAN_JIN,117.479028,39.147758,S0030120010110,东丽收费站,tianjin,RAMP_PLAZA,117.479028,39.147758,0
S0021120010020,上仓东,tianjin,,,S0021120010020,2110071607,上仓东收费站,tianjin,117.47587,39.90437,S0021120010020,上仓收费站,TIAN_JIN,117.359351,39.907505,S0021120010020,上仓收费站,tianjin,PROVINCE_STATION_COMMON,117.359351,39.907505,0
G8511530030080,把边,yunnan,101.246061,23.253561,G8511530030080,2110015559,把边收费站,yunnan,101.24705,23.25287,G8511530030080,把边收费站,YUN_NAN,101.247111,23.25292,G8511530030080,把边收费站,yunnan,RAMP_PLAZA,101.247111,23.25292,0
S0015610010010,锦界北,shaanxi,110.073017,38.44483,S0015610010010,,,,,,S0015610010010,锦界北收费站,SHAAN_XI,110.131017,38.747597,S0015610010010,锦界北收费站,shaanxi,RAMP_PLAZA,110.131017,38.747597,0
G0111130010130,涧河,hebei,118.057324,39.233441,G0111130010130,,,,,,G0111130010130,涧河收费站,HE_BEI,,,G0111130010130,涧河收费站,hebei,PROVINCE_STATION_COMMON,118.057324,39.233441,1
G0055430040120,白仓,hunan,,,G0055430040120,2110032705,白仓收费站,hunan,111.34722,26.89495,G0055430040120,白仓收费站,HU_NAN,111.347209,26.894961,G0055430040120,白仓收费站,hunan,MAIN_LINE_PLAZA,111.347209,26.894961,0
G0080530040010,者腊,yunnan,104.452667,23.671163,G0080530040010,2110015201,者腊收费站,yunnan,104.4575,23.66611,G0080530040010,者腊收费站,YUN_NAN,104.457631,23.666082,G0080530040010,者腊收费站,yunnan,RAMP_PLAZA,104.457631,23.666082,0
G4216530010020,石龙坝,yunnan,101.376839,26.565043,G4216530010020,,,,,,G4216530010020,石龙坝收费站,YUN_NAN,101.378731,26.560883,G4216530010020,石龙坝收费站,yunnan,PROVINCE_STATION_COMMON,101.378731,26.560883,0
G0065610090030,营盘,shaanxi,109.16247,33.557512,G0065610090030,,,,,,G0065610090030,营盘收费站,SHAAN_XI,109.043351,33.779305,G0065610090030,营盘收费站,shaanxi,RAMP_PLAZA,109.043351,33.779305,0
S0301610020020,葫芦素,shaanxi,109.856953,39.047597,S0301610020020,,,,,,S0301610020020,葫芦素收费站,SHAAN_XI,109.856407,39.047566,S0301610020020,葫芦素收费站,shaanxi,MAIN_LINE_PLAZA,109.856407,39.047566,0
S0005500020030,莲花,chongqing,105.968776,29.272648,S0005500020030,,,,,,S0005500020030,莲花收费站,CHONG_QING,105.968886,29.27281,S0005500020030,莲花收费站,chongqing,RAMP_PLAZA,105.968886,29.27281,0
S0030140030050,西河河,shanxi,113.292797,40.017727,S0030140030050,,,,,,S0030140030050,中国大同收费站,SHAN_XI,113.313817,40.021348,S0030140030050,中国大同收费站,shanxi,MAIN_LINE_PLAZA,113.313817,40.021348,0
G0055140090010,毛皂,shanxi,113.259422,39.916398,G0055140090010,2110025061,毛皂收费站,shanxi,113.26477,39.91683,G0055140090010,毛皂收费站,SHAN_XI,113.264714,39.916755,G0055140090010,毛皂收费站,shanxi,RAMP_PLAZA,113.264714,39.916755,0
G0018140100040,汤头,shanxi,113.929966,39.424976,G0018140100040,2110025358,汤头收费站,shanxi,113.94454,39.42669,G0018140100040,汤头收费站,SHAN_XI,113.944456,39.426888,G0018140100040,汤头收费站,shanxi,RAMP_PLAZA,113.944456,39.426888,0
